id_listing,merk,model,segmen,tahun,kilometer,transmisi,bahan_bakar,kapasitas_cc,warna,kota,jumlah_pemilik,riwayat_servis,bekas_banjir,bekas_tabrak,pajak_hidup,budget_user_juta,harga_jual_juta,rekomendasi_score
MB20200167,Daihatsu,Xenia,MPV,2020,45680,MT,Bensin,1384,Merah,Surabaya,3,Tidak Ada,Tidak,Tidak,Tidak,158.1,122.7,86.8
MB20170168,Mitsubishi,Pajero Sport,SUV,2017,113486,AT,Diesel,2400,Abu-abu,Denpasar,2,Sebagian,Tidak,Ya,Ya,381.0,331.7,70.4
MB20200169,Honda,Brio,City Car,2020,12356,MT,Bensin,1200,Coklat,Bogor,4,Lengkap,Tidak,Tidak,Tidak,90.7,110.4,65.4
MB20140170,Daihatsu,Terios,SUV,2014,60591,MT,Bensin,1500,Abu-abu,Tangerang,4,Tidak Ada,Tidak,Tidak,Ya,107.0,87.2,64.2
MB20190171,Honda,HR-V,SUV,2019,87674,CVT,Bensin,1751,Abu-abu,Bekasi,5,Sebagian,Tidak,Tidak,Ya,256.4,197.9,81.3
MB20190172,Mitsubishi,Pajero Sport,SUV,2019,29662,AT,Diesel,2400,Putih,Jakarta,1,Lengkap,Tidak,Tidak,Ya,443.9,482.7,89.9
MB20240173,Toyota,Agya,City Car,2024,6500,MT,Bensin,1126,Abu-abu,Surabaya,2,Sebagian,Tidak,Tidak,Ya,217.2,181.7,110.0
MB20240174,Mitsubishi,Xpander,MPV,2024,11575,AT,Bensin,1500,Kuning,Semarang,1,Lengkap,Tidak,Tidak,Tidak,230.6,273.4,85.6
MB20160175,Daihatsu,Terios,SUV,2016,61143,AT,Bensin,1500,Biru,Jakarta,1,Lengkap,Tidak,Tidak,Ya,168.6,151.7,93.3
MB20130176,Honda,HR-V,SUV,2013,54826,AT,Bensin,1674,Merah,Makassar,1,Tidak Ada,Tidak,Ya,Ya,125.7,109.4,58.8
MB20150177,Suzuki,Ertiga,MPV,2015,58509,AT,Bensin,1477,Silver,Depok,2,Lengkap,Tidak,Tidak,Ya,99.2,108.0,66.2
MB20110178,Mitsubishi,Xpander,MPV,2011,251563,AT,Bensin,1500,Merah,Denpasar,3,Sebagian,Tidak,Ya,Tidak,63.5,63.9,40.3
MB20160179,Toyota,Avanza,MPV,2016,154151,MT,Bensin,1393,Silver,Bogor,3,Lengkap,Tidak,Tidak,Ya,171.0,108.6,86.2
MB20160180,Daihatsu,Terios,SUV,2016,101036,AT,Bensin,1500,Biru,Yogyakarta,1,Lengkap,Tidak,Tidak,Ya,175.8,140.2,87.2
MB20220181,Mitsubishi,Xpander,MPV,2022,28019,AT,Bensin,1500,Putih,Bandung,1,Tidak Ada,Tidak,Tidak,Ya,216.7,260.9,73.7
MB20110182,Toyota,Innova,MPV,2011,202955,AT,Diesel,2248,Silver,Depok,4,Sebagian,Tidak,Tidak,Tidak,136.5,117.0,60.3
MB20240183,Toyota,Innova,MPV,2024,13620,AT,Bensin,2095,Biru,Surabaya,2,Sebagian,Tidak,Tidak,Tidak,400.8,418.0,96.1
MB20210184,Daihatsu,Terios,SUV,2021,55864,AT,Bensin,1500,Putih,Semarang,2,Tidak Ada,Tidak,Ya,Tidak,123.6,168.6,27.5
MB20130185,Daihatsu,Terios,SUV,2013,213273,AT,Bensin,1500,Hitam,Bandung,3,Lengkap,Tidak,Ya,Ya,90.0,81.8,49.4
MB20170186,Toyota,Rush,SUV,2017,48096,AT,Bensin,1500,Coklat,Semarang,2,Lengkap,Tidak,Tidak,Ya,147.6,160.5,76.6
MB20210187,Honda,Jazz,Hatchback,2021,24455,AT,Bensin,1500,Kuning,Medan,3,Sebagian,Tidak,Tidak,Ya,231.9,199.0,94.1
MB20220188,Honda,HR-V,SUV,2022,42749,CVT,Bensin,1760,Abu-abu,Jakarta,2,Sebagian,Tidak,Tidak,Ya,202.3,252.5,59.7
MB20130189,Honda,Jazz,Hatchback,2013,99375,AT,Bensin,1500,Biru,Makassar,3,Lengkap,Ya,Ya,Ya,50.0,57.3,9.1
MB20210190,Daihatsu,Ayla,City Car,2021,72727,MT,Bensin,1186,Hitam,Bogor,2,Lengkap,Tidak,Tidak,Ya,100.6,106.4,87.0
MB20170191,Daihatsu,Xenia,MPV,2017,127263,AT,Bensin,1311,Hitam,Bekasi,4,Tidak Ada,Tidak,Tidak,Ya,128.4,92.0,72.4
MB20150192,Suzuki,Ertiga,MPV,2015,96532,MT,Bensin,1408,Biru,Makassar,3,Lengkap,Tidak,Tidak,Ya,132.9,109.4,79.8
MB20110193,Toyota,Innova,MPV,2011,132195,AT,Diesel,2067,Merah,Denpasar,1,Lengkap,Tidak,Tidak,Ya,130.0,142.8,52.8
MB20170194,Toyota,Rush,SUV,2017,103809,MT,Bensin,1500,Biru,Bekasi,2,Lengkap,Tidak,Tidak,Ya,190.2,152.4,91.6
MB20150195,Daihatsu,Ayla,City Car,2015,373797,MT,Bensin,1111,Silver,Denpasar,2,Sebagian,Tidak,Tidak,Ya,50.0,47.8,53.5
MB20240196,Toyota,Innova,MPV,2024,20485,AT,Bensin,2089,Biru,Yogyakarta,1,Sebagian,Tidak,Tidak,Ya,422.7,436.3,99.3
MB20100197,Daihatsu,Terios,SUV,2010,211267,AT,Bensin,1500,Biru,Semarang,3,Sebagian,Tidak,Tidak,Ya,53.8,61.6,34.7
MB20210198,Toyota,Fortuner,SUV,2021,104679,AT,Bensin,2534,Merah,Denpasar,2,Lengkap,Ya,Tidak,Tidak,265.6,353.4,26.7
MB20170199,Honda,HR-V,SUV,2017,108050,CVT,Bensin,1676,Biru,Yogyakarta,2,Sebagian,Tidak,Tidak,Ya,166.9,160.0,74.1
MB20100200,Toyota,Avanza,MPV,2010,164244,AT,Bensin,1339,Biru,Bandung,2,Sebagian,Tidak,Tidak,Ya,50.0,57.5,40.4
MB20140201,Daihatsu,Ayla,City Car,2014,162840,MT,Bensin,1145,Hitam,Tangerang,5,Tidak Ada,Tidak,Tidak,Ya,50.0,41.7,63.1
MB20140202,Toyota,Avanza,MPV,2014,154333,MT,Bensin,1488,Merah,Bandung,3,Sebagian,Tidak,Tidak,Ya,89.6,89.3,70.5
MB20160203,Daihatsu,Ayla,City Car,2016,74339,MT,Bensin,1136,Biru,Medan,1,Sebagian,Tidak,Tidak,Ya,62.7,59.4,82.3
MB20210204,Daihatsu,Ayla,City Car,2021,61385,MT,Bensin,1197,Coklat,Tangerang,1,Tidak Ada,Tidak,Tidak,Tidak,98.4,98.8,87.8
MB20180205,Suzuki,Ertiga,MPV,2018,84348,AT,Bensin,1469,Kuning,Denpasar,1,Sebagian,Ya,Tidak,Ya,98.7,115.5,34.4
MB20100206,Honda,HR-V,SUV,2010,298986,CVT,Bensin,1615,Hitam,Jakarta,1,Tidak Ada,Tidak,Tidak,Ya,69.9,74.4,32.4
MB20110207,Suzuki,Ertiga,MPV,2011,49108,MT,Bensin,1419,Biru,Surabaya,1,Sebagian,Tidak,Tidak,Ya,85.8,80.3,73.6
MB20180208,Daihatsu,Ayla,City Car,2018,66208,MT,Bensin,1065,Merah,Jakarta,4,Lengkap,Tidak,Tidak,Tidak,65.9,65.8,82.8
MB20160209,Honda,HR-V,SUV,2016,81288,AT,Bensin,1760,Silver,Bekasi,1,Sebagian,Tidak,Tidak,Tidak,172.8,168.3,81.2
MB20130210,Daihatsu,Ayla,City Car,2013,113548,AT,Bensin,1061,Merah,Bekasi,5,Tidak Ada,Ya,Tidak,Ya,50.0,36.4,37.0
MB20230211,Daihatsu,Xenia,MPV,2023,26168,AT,Bensin,1433,Coklat,Tangerang,3,Lengkap,Tidak,Tidak,Ya,171.5,181.5,92.5
MB20210212,Mitsubishi,Pajero Sport,SUV,2021,51768,AT,Diesel,2400,Merah,Yogyakarta,1,Sebagian,Tidak,Ya,Ya,436.4,446.5,76.3
MB20180213,Honda,Brio,City Car,2018,70795,AT,Bensin,1200,Putih,Denpasar,3,Lengkap,Tidak,Tidak,Ya,106.6,99.9,86.2
MB20240214,Mitsubishi,Xpander,MPV,2024,2152,AT,Bensin,1500,Putih,Medan,1,Tidak Ada,Tidak,Tidak,Ya,220.8,241.4,83.4
MB20220215,Toyota,Rush,SUV,2022,53637,AT,Bensin,1500,Silver,Yogyakarta,2,Tidak Ada,Tidak,Tidak,Ya,191.8,205.7,79.9
MB20150216,Daihatsu,Terios,SUV,2015,95322,MT,Bensin,1500,Silver,Semarang,3,Tidak Ada,Tidak,Tidak,Ya,106.7,93.8,64.8
MB20180217,Daihatsu,Xenia,MPV,2018,81127,AT,Bensin,1357,Putih,Semarang,2,Tidak Ada,Tidak,Tidak,Ya,128.8,108.4,80.8
MB20210218,Toyota,Innova,MPV,2021,92264,AT,Diesel,2043,Hitam,Medan,2,Lengkap,Tidak,Tidak,Tidak,331.6,314.1,93.4
MB20220219,Daihatsu,Terios,SUV,2022,29264,MT,Bensin,1500,Biru,Medan,2,Lengkap,Tidak,Tidak,Ya,187.9,233.4,70.5
MB20170220,Honda,HR-V,SUV,2017,139946,AT,Bensin,1529,Putih,Semarang,3,Lengkap,Ya,Tidak,Ya,132.9,137.2,43.3
MB20210221,Toyota,Rush,SUV,2021,52234,MT,Bensin,1500,Silver,Surabaya,1,Sebagian,Tidak,Ya,Ya,230.5,184.1,83.0
MB20120222,Toyota,Rush,SUV,2012,175921,MT,Bensin,1500,Hitam,Surabaya,2,Sebagian,Tidak,Ya,Ya,80.7,77.2,47.7
MB20100223,Honda,Brio,City Car,2010,205079,MT,Bensin,1200,Putih,Semarang,4,Lengkap,Ya,Tidak,Ya,50.0,31.4,36.5
MB20140224,Mitsubishi,Xpander,MPV,2014,175023,MT,Bensin,1500,Silver,Makassar,2,Lengkap,Tidak,Tidak,Ya,118.0,97.0,68.9
MB20170225,Suzuki,Ertiga,MPV,2017,127012,AT,Bensin,1440,Abu-abu,Semarang,3,Lengkap,Ya,Tidak,Ya,96.0,115.7,33.6
MB20150226,Honda,Brio,City Car,2015,372735,MT,Bensin,1200,Abu-abu,Medan,2,Lengkap,Tidak,Ya,Tidak,50.0,50.3,41.0
MB20170227,Daihatsu,Ayla,City Car,2017,136775,MT,Bensin,1068,Putih,Surabaya,2,Lengkap,Tidak,Ya,Ya,59.1,59.8,63.5
MB20240228,Toyota,Rush,SUV,2024,5531,AT,Bensin,1500,Coklat,Bekasi,1,Lengkap,Tidak,Tidak,Ya,262.7,320.9,81.8
MB20110229,Honda,Jazz,Hatchback,2011,197720,MT,Bensin,1500,Putih,Semarang,2,Sebagian,Ya,Tidak,Ya,60.4,50.8,31.1
MB20100230,Toyota,Agya,City Car,2010,141849,AT,Bensin,1101,Silver,Depok,5,Lengkap,Tidak,Tidak,Ya,50.0,32.5,63.7
MB20160231,Honda,Brio,City Car,2016,48219,MT,Bensin,1200,Kuning,Bekasi,1,Lengkap,Tidak,Tidak,Ya,75.7,83.5,75.0
MB20210232,Daihatsu,Xenia,MPV,2021,73060,MT,Bensin,1451,Putih,Surabaya,2,Sebagian,Tidak,Tidak,Ya,152.2,151.7,89.9
MB20140233,Daihatsu,Xenia,MPV,2014,170681,AT,Bensin,1309,Biru,Bogor,2,Lengkap,Tidak,Tidak,Ya,120.4,83.2,76.8
MB20230234,Mitsubishi,Pajero Sport,SUV,2023,27328,AT,Diesel,2400,Coklat,Bandung,2,Lengkap,Tidak,Tidak,Ya,716.8,730.0,99.7
MB20170235,Toyota,Agya,City Car,2017,75803,MT,Bensin,1194,Putih,Yogyakarta,2,Lengkap,Tidak,Tidak,Ya,100.8,65.6,86.8
MB20150236,Toyota,Agya,City Car,2015,84194,AT,Bensin,1113,Biru,Semarang,3,Sebagian,Tidak,Tidak,Ya,60.1,51.9,71.0
MB20130237,Mitsubishi,Xpander,MPV,2013,159769,AT,Bensin,1500,Abu-abu,Makassar,2,Lengkap,Tidak,Tidak,Ya,109.1,94.1,67.1
MB20140238,Daihatsu,Xenia,MPV,2014,97228,AT,Bensin,1485,Silver,Makassar,2,Sebagian,Ya,Tidak,Ya,76.9,67.7,49.9
MB20110239,Honda,Brio,City Car,2011,271799,MT,Bensin,1200,Coklat,Surabaya,2,Sebagian,Ya,Tidak,Ya,50.0,35.0,33.0
MB20220240,Daihatsu,Xenia,MPV,2022,78681,AT,Bensin,1364,Putih,Bandung,1,Sebagian,Tidak,Tidak,Tidak,127.9,147.0,76.2
MB20180241,Toyota,Agya,City Car,2018,36025,AT,Bensin,1051,Kuning,Surabaya,1,Lengkap,Tidak,Tidak,Ya,75.3,79.0,81.8
MB20240242,Honda,Jazz,Hatchback,2024,17403,MT,Bensin,1500,Merah,Denpasar,5,Sebagian,Tidak,Tidak,Tidak,235.8,197.8,91.6
MB20210243,Suzuki,Ertiga,MPV,2021,124385,AT,Bensin,1454,Biru,Yogyakarta,2,Lengkap,Tidak,Ya,Ya,163.5,158.4,75.4
MB20240244,Suzuki,Ertiga,MPV,2024,8319,MT,Bensin,1408,Biru,Bogor,5,Sebagian,Tidak,Tidak,Ya,278.3,241.1,96.8
MB20200245,Toyota,Innova,MPV,2020,88371,MT,Diesel,2062,Silver,Medan,1,Lengkap,Tidak,Ya,Ya,384.5,288.0,87.9
MB20220246,Mitsubishi,Pajero Sport,SUV,2022,19621,AT,Diesel,2400,Kuning,Bekasi,3,Lengkap,Tidak,Tidak,Ya,763.0,600.2,102.1
MB20120247,Honda,Jazz,Hatchback,2012,145663,AT,Bensin,1500,Merah,Yogyakarta,1,Lengkap,Tidak,Ya,Ya,66.1,63.9,51.4
MB20200248,Mitsubishi,Xpander,MPV,2020,13907,AT,Bensin,1500,Putih,Bandung,2,Sebagian,Tidak,Tidak,Ya,226.3,206.8,94.1
MB20140249,Toyota,Agya,City Car,2014,29935,MT,Bensin,1120,Abu-abu,Tangerang,1,Sebagian,Tidak,Tidak,Ya,55.3,54.7,80.6
MB20220250,Suzuki,Ertiga,MPV,2022,41858,MT,Bensin,1450,Biru,Medan,1,Sebagian,Tidak,Tidak,Ya,241.9,199.3,95.6
MB20140251,Honda,HR-V,SUV,2014,36476,AT,Bensin,1579,Kuning,Denpasar,1,Sebagian,Tidak,Tidak,Ya,169.4,154.0,81.7
MB20210252,Daihatsu,Terios,SUV,2021,76896,MT,Bensin,1500,Abu-abu,Denpasar,2,Sebagian,Tidak,Tidak,Tidak,197.7,174.9,91.9
MB20160253,Daihatsu,Xenia,MPV,2016,144019,AT,Bensin,1440,Coklat,Yogyakarta,2,Tidak Ada,Tidak,Tidak,Ya,79.9,89.8,53.3
MB20110254,Suzuki,Ertiga,MPV,2011,193847,MT,Bensin,1474,Biru,Semarang,3,Tidak Ada,Tidak,Tidak,Ya,78.2,68.6,53.1
MB20130255,Suzuki,Ertiga,MPV,2013,176013,AT,Bensin,1492,Abu-abu,Medan,2,Sebagian,Tidak,Tidak,Ya,95.0,83.1,66.5
MB20200256,Honda,Jazz,Hatchback,2020,45434,AT,Bensin,1500,Coklat,Tangerang,1,Tidak Ada,Tidak,Tidak,Ya,169.3,190.7,72.2
MB20110257,Toyota,Agya,City Car,2011,208125,AT,Bensin,1047,Coklat,Surabaya,1,Sebagian,Tidak,Ya,Tidak,50.0,36.2,50.1
MB20150258,Honda,Brio,City Car,2015,56039,MT,Bensin,1200,Abu-abu,Bogor,3,Sebagian,Tidak,Tidak,Ya,68.1,65.3,71.3
MB20210259,Honda,HR-V,SUV,2021,8694,CVT,Bensin,1640,Hitam,Jakarta,2,Sebagian,Tidak,Tidak,Ya,403.1,302.4,100.0
MB20230260,Daihatsu,Xenia,MPV,2023,17548,MT,Bensin,1408,Coklat,Jakarta,2,Sebagian,Tidak,Tidak,Ya,271.9,217.3,107.7
MB20200261,Mitsubishi,Pajero Sport,SUV,2020,43003,AT,Diesel,2400,Merah,Denpasar,2,Lengkap,Tidak,Tidak,Ya,555.9,540.1,99.6
MB20220262,Daihatsu,Terios,SUV,2022,5520,AT,Bensin,1500,Putih,Bandung,1,Sebagian,Tidak,Ya,Tidak,219.8,207.8,86.1
MB20110263,Toyota,Rush,SUV,2011,172833,MT,Bensin,1500,Merah,Bandung,3,Sebagian,Tidak,Tidak,Tidak,79.0,75.8,58.2
MB20150264,Daihatsu,Terios,SUV,2015,70498,MT,Bensin,1500,Putih,Makassar,2,Lengkap,Ya,Tidak,Ya,96.7,99.7,52.1
MB20240265,Mitsubishi,Xpander,MPV,2024,19684,MT,Bensin,1500,Merah,Tangerang,3,Tidak Ada,Tidak,Tidak,Tidak,162.2,215.3,53.9
MB20110266,Honda,Brio,City Car,2011,29897,MT,Bensin,1200,Biru,Bogor,2,Sebagian,Tidak,Tidak,Tidak,50.0,41.2,69.8
MB20140267,Toyota,Fortuner,SUV,2014,33599,AT,Bensin,2518,Coklat,Depok,3,Lengkap,Tidak,Tidak,Ya,232.4,222.0,75.0
MB20150268,Daihatsu,Ayla,City Car,2015,107564,MT,Bensin,1198,Hitam,Medan,3,Sebagian,Tidak,Tidak,Ya,69.9,56.9,80.1
MB20130269,Toyota,Innova,MPV,2013,205623,AT,Diesel,2387,Putih,Yogyakarta,2,Tidak Ada,Tidak,Ya,Ya,169.1,141.2,44.9
MB20230270,Daihatsu,Terios,SUV,2023,20372,MT,Bensin,1500,Merah,Bekasi,5,Sebagian,Tidak,Tidak,Ya,164.0,228.3,43.9
MB20130271,Mitsubishi,Xpander,MPV,2013,58118,MT,Bensin,1500,Coklat,Medan,1,Sebagian,Tidak,Tidak,Tidak,95.1,90.3,72.0
MB20110272,Daihatsu,Terios,SUV,2011,144377,AT,Bensin,1500,Abu-abu,Bekasi,5,Tidak Ada,Ya,Ya,Ya,50.0,42.2,7.8
MB20120273,Daihatsu,Terios,SUV,2012,169710,AT,Bensin,1500,Coklat,Yogyakarta,2,Sebagian,Tidak,Ya,Ya,72.7,78.7,37.4
MB20150274,Suzuki,Ertiga,MPV,2015,151327,AT,Bensin,1462,Abu-abu,Bekasi,4,Lengkap,Ya,Tidak,Ya,110.5,87.1,48.6
MB20140275,Daihatsu,Terios,SUV,2014,298020,MT,Bensin,1500,Abu-abu,Medan,3,Sebagian,Ya,Tidak,Tidak,56.9,60.3,16.8
MB20190276,Honda,HR-V,SUV,2019,141485,CVT,Bensin,1726,Abu-abu,Semarang,4,Sebagian,Ya,Tidak,Ya,110.0,151.5,4.7
MB20150277,Daihatsu,Xenia,MPV,2015,163196,AT,Bensin,1315,Abu-abu,Jakarta,2,Lengkap,Tidak,Tidak,Tidak,78.9,77.5,68.8
MB20220278,Honda,Jazz,Hatchback,2022,22001,MT,Bensin,1500,Biru,Bandung,1,Lengkap,Tidak,Ya,Ya,255.1,219.2,90.5
MB20110279,Toyota,Rush,SUV,2011,254701,AT,Bensin,1500,Coklat,Bandung,3,Lengkap,Tidak,Tidak,Ya,53.7,71.8,9.4
MB20140280,Toyota,Innova,MPV,2014,36460,AT,Diesel,2355,Kuning,Jakarta,2,Lengkap,Tidak,Tidak,Ya,196.5,185.7,77.5
MB20230281,Daihatsu,Xenia,MPV,2023,57907,AT,Bensin,1492,Kuning,Tangerang,2,Sebagian,Tidak,Tidak,Ya,124.4,171.7,49.8
MB20100282,Daihatsu,Xenia,MPV,2010,403912,MT,Bensin,1357,Kuning,Bogor,3,Sebagian,Tidak,Tidak,Tidak,50.0,46.6,38.0
MB20200283,Daihatsu,Ayla,City Car,2020,76379,AT,Bensin,1144,Biru,Semarang,2,Lengkap,Tidak,Tidak,Ya,131.4,100.8,96.0
MB20230284,Honda,HR-V,SUV,2023,23371,AT,Bensin,1740,Hitam,Surabaya,4,Tidak Ada,Tidak,Tidak,Ya,392.5,308.4,97.5
MB20130285,Toyota,Innova,MPV,2013,103807,AT,Bensin,2158,Biru,Makassar,1,Lengkap,Tidak,Tidak,Ya,148.7,170.7,58.5
MB20150286,Honda,Jazz,Hatchback,2015,92461,MT,Bensin,1500,Coklat,Depok,2,Lengkap,Tidak,Tidak,Ya,142.4,117.0,87.7
MB20230287,Toyota,Innova,MPV,2023,31373,AT,Diesel,2314,Kuning,Bandung,3,Tidak Ada,Tidak,Tidak,Tidak,371.9,363.9,90.5
MB20220288,Honda,Jazz,Hatchback,2022,88122,AT,Bensin,1500,Biru,Tangerang,2,Sebagian,Tidak,Tidak,Ya,183.9,210.8,78.3
MB20150289,Daihatsu,Terios,SUV,2015,196168,AT,Bensin,1500,Coklat,Jakarta,2,Tidak Ada,Ya,Tidak,Ya,101.8,88.1,44.5
MB20150290,Toyota,Avanza,MPV,2015,67324,AT,Bensin,1304,Merah,Tangerang,3,Tidak Ada,Tidak,Tidak,Tidak,93.6,73.0,69.0
MB20150291,Toyota,Rush,SUV,2015,106152,MT,Bensin,1500,Abu-abu,Surabaya,2,Lengkap,Tidak,Tidak,Ya,126.1,127.7,81.5
MB20130292,Toyota,Rush,SUV,2013,153858,MT,Bensin,1500,Hitam,Semarang,3,Lengkap,Tidak,Tidak,Tidak,92.4,91.8,67.4
MB20210293,Honda,Brio,City Car,2021,95741,MT,Bensin,1200,Abu-abu,Yogyakarta,2,Tidak Ada,Tidak,Ya,Ya,139.3,109.5,72.3
MB20130294,Daihatsu,Terios,SUV,2013,163668,AT,Bensin,1500,Merah,Surabaya,1,Sebagian,Tidak,Ya,Ya,59.5,72.6,21.1
MB20210295,Toyota,Innova,MPV,2021,47948,AT,Diesel,2043,Coklat,Medan,4,Tidak Ada,Ya,Tidak,Ya,235.2,262.8,42.8
MB20110296,Daihatsu,Terios,SUV,2011,149033,MT,Bensin,1500,Biru,Jakarta,1,Lengkap,Tidak,Tidak,Ya,86.3,78.1,75.2
MB20140297,Suzuki,Ertiga,MPV,2014,189303,AT,Bensin,1480,Kuning,Denpasar,2,Tidak Ada,Ya,Ya,Ya,69.1,63.9,21.7
MB20130298,Daihatsu,Terios,SUV,2013,90066,AT,Bensin,1500,Merah,Makassar,4,Sebagian,Ya,Tidak,Ya,77.3,80.0,36.7
MB20150299,Toyota,Innova,MPV,2015,82937,AT,Diesel,2211,Kuning,Denpasar,4,Sebagian,Tidak,Tidak,Tidak,244.6,197.5,74.7
MB20190300,Mitsubishi,Xpander,MPV,2019,68478,AT,Bensin,1500,Abu-abu,Jakarta,3,Sebagian,Ya,Ya,Ya,129.3,120.8,49.6
MB20210301,Daihatsu,Ayla,City Car,2021,45074,MT,Bensin,1119,Biru,Bandung,1,Lengkap,Tidak,Tidak,Ya,146.4,121.3,102.0
MB20230302,Toyota,Rush,SUV,2023,12251,AT,Bensin,1500,Coklat,Surabaya,2,Lengkap,Tidak,Tidak,Ya,216.4,299.7,61.9
MB20240303,Daihatsu,Xenia,MPV,2024,21965,AT,Bensin,1326,Putih,Semarang,4,Sebagian,Tidak,Tidak,Ya,274.5,180.1,102.4
MB20130304,Toyota,Rush,SUV,2013,163080,MT,Bensin,1500,Putih,Semarang,2,Sebagian,Tidak,Tidak,Ya,93.0,87.2,61.3
MB20200305,Toyota,Avanza,MPV,2020,54969,AT,Bensin,1375,Kuning,Bekasi,2,Sebagian,Tidak,Tidak,Ya,143.4,157.8,77.1
MB20160306,Mitsubishi,Xpander,MPV,2016,204774,AT,Bensin,1500,Putih,Jakarta,2,Lengkap,Tidak,Ya,Ya,139.7,115.7,60.8
MB20190307,Toyota,Rush,SUV,2019,42338,MT,Bensin,1500,Putih,Medan,1,Tidak Ada,Tidak,Tidak,Ya,180.6,164.2,87.2
MB20160308,Mitsubishi,Xpander,MPV,2016,82068,MT,Bensin,1500,Merah,Yogyakarta,1,Tidak Ada,Tidak,Tidak,Tidak,135.9,114.2,78.8
MB20130309,Honda,Brio,City Car,2013,264381,AT,Bensin,1200,Merah,Makassar,1,Tidak Ada,Tidak,Ya,Ya,61.6,44.1,40.1
MB20190310,Toyota,Agya,City Car,2019,89716,AT,Bensin,1122,Abu-abu,Yogyakarta,2,Sebagian,Tidak,Tidak,Ya,84.6,82.1,79.7
MB20160311,Toyota,Avanza,MPV,2016,190539,MT,Bensin,1487,Abu-abu,Makassar,2,Tidak Ada,Ya,Ya,Ya,54.6,63.3,5.3
MB20230312,Mitsubishi,Xpander,MPV,2023,29371,AT,Bensin,1500,Putih,Bandung,2,Lengkap,Tidak,Tidak,Ya,358.6,276.6,106.3
MB20120313,Daihatsu,Terios,SUV,2012,138661,MT,Bensin,1500,Abu-abu,Bandung,2,Lengkap,Tidak,Ya,Ya,65.8,72.4,36.8
MB20170314,Toyota,Rush,SUV,2017,43251,MT,Bensin,1500,Coklat,Semarang,1,Lengkap,Tidak,Tidak,Tidak,115.4,124.3,75.7
MB20150315,Toyota,Rush,SUV,2015,32681,AT,Bensin,1500,Putih,Bekasi,1,Tidak Ada,Tidak,Ya,Ya,120.5,99.5,60.9
MB20180316,Daihatsu,Terios,SUV,2018,129855,MT,Bensin,1500,Abu-abu,Medan,1,Tidak Ada,Tidak,Tidak,Ya,127.8,141.6,63.3
MB20210317,Toyota,Avanza,MPV,2021,41846,AT,Bensin,1438,Putih,Denpasar,2,Lengkap,Tidak,Tidak,Ya,213.3,200.4,102.6
MB20120318,Daihatsu,Terios,SUV,2012,175942,AT,Bensin,1500,Kuning,Denpasar,1,Lengkap,Tidak,Tidak,Ya,116.4,92.7,72.4
MB20240319,Toyota,Fortuner,SUV,2024,10955,AT,Diesel,2602,Hitam,Tangerang,4,Lengkap,Tidak,Tidak,Ya,900.0,682.4,105.3
MB20200320,Suzuki,Ertiga,MPV,2020,68565,AT,Bensin,1461,Merah,Denpasar,1,Tidak Ada,Tidak,Tidak,Ya,198.8,182.3,92.2
MB20130321,Mitsubishi,Pajero Sport,SUV,2013,104624,AT,Diesel,2400,Kuning,Surabaya,2,Sebagian,Tidak,Tidak,Ya,324.0,256.7,73.9
MB20190322,Toyota,Fortuner,SUV,2019,2711,AT,Diesel,2648,Biru,Denpasar,2,Sebagian,Tidak,Tidak,Tidak,544.2,404.4,96.2
MB20220323,Mitsubishi,Pajero Sport,SUV,2022,57671,AT,Diesel,2400,Putih,Yogyakarta,1,Lengkap,Tidak,Tidak,Ya,678.4,621.9,106.5
MB20160324,Honda,Jazz,Hatchback,2016,177091,AT,Bensin,1500,Coklat,Tangerang,2,Lengkap,Tidak,Tidak,Tidak,59.1,88.6,9.6
MB20200325,Mitsubishi,Xpander,MPV,2020,58866,MT,Bensin,1500,Merah,Yogyakarta,1,Lengkap,Tidak,Tidak,Ya,253.9,181.2,96.0
MB20100326,Toyota,Agya,City Car,2010,230554,AT,Bensin,1121,Putih,Denpasar,1,Lengkap,Tidak,Tidak,Ya,50.0,37.8,64.4
MB20140327,Mitsubishi,Pajero Sport,SUV,2014,150022,AT,Diesel,2400,Abu-abu,Bekasi,4,Sebagian,Tidak,Tidak,Tidak,260.2,251.7,64.0
MB20120328,Daihatsu,Ayla,City Car,2012,187421,MT,Bensin,1098,Hitam,Bekasi,3,Sebagian,Tidak,Tidak,Tidak,50.0,35.9,59.0
MB20110329,Toyota,Rush,SUV,2011,353896,AT,Bensin,1500,Kuning,Surabaya,2,Sebagian,Tidak,Tidak,Tidak,90.1,64.2,46.1
MB20110330,Honda,Brio,City Car,2011,151816,AT,Bensin,1200,Coklat,Medan,3,Tidak Ada,Tidak,Tidak,Ya,50.0,38.2,53.8
MB20230331,Suzuki,Ertiga,MPV,2023,31445,AT,Bensin,1493,Hitam,Surabaya,5,Lengkap,Tidak,Tidak,Ya,204.7,224.2,82.7
MB20130332,Daihatsu,Terios,SUV,2013,160560,AT,Bensin,1500,Putih,Jakarta,2,Lengkap,Ya,Tidak,Ya,84.2,75.6,46.3
MB20160333,Toyota,Rush,SUV,2016,150513,MT,Bensin,1500,Abu-abu,Medan,1,Tidak Ada,Tidak,Tidak,Ya,108.8,122.3,55.3
